"symbol","gene_id","log2FoldChange","padj","baseMean","regulacion"
"H2BC5","ENSG00000158373.9",2.818,"2.17e-12",58.63,"Up"
"IGLV3-16","ENSG00000211665.3",2.818,"1.46e-06",54.03,"Up"
"IGKV6-21","ENSG00000211611.2",2.817,"4.85e-06",95.18,"Up"
"IGLV3-22","ENSG00000211661.2",2.816,"8.36e-04",2.78,"Up"
"XRCC2","ENSG00000196584.4",2.815,"4.63e-20",65.42,"Up"
"LINC01876","ENSG00000226383.8",2.815,"9.28e-05",28.99,"Up"
"CYP2C19","ENSG00000165841.11",2.814,"7.35e-03",1.28,"Up"
"CHGB","ENSG00000089199.10",2.811,"2.94e-05",22.15,"Up"
NA,"ENSG00000233589.1",2.81,"1.50e-02",1.02,"Up"
NA,"ENSG00000293276.2",2.81,"3.99e-02",1.02,"Up"
NA,"ENSG00000286407.2",2.809,"1.95e-02",1.57,"Up"
"LINC00698","ENSG00000244342.6",2.809,"3.67e-02",1.27,"Up"
"LOC105371824","ENSG00000250286.2",2.808,"1.00e-02",1.02,"Up"
NA,"ENSG00000233542.3",2.808,"1.67e-02",1.03,"Up"
NA,"ENSG00000263655.2",2.808,"2.08e-02",0.63,"Up"
"MNX1","ENSG00000130675.15",2.807,"1.24e-02",5.05,"Up"
"TM6SF2","ENSG00000213996.13",2.806,"7.76e-04",2.69,"Up"
NA,"ENSG00000290938.2",2.806,"4.25e-03",2.68,"Up"
NA,"ENSG00000259342.1",2.804,"2.87e-04",6.81,"Up"
NA,"ENSG00000300646.1",2.804,"3.04e-02",0.81,"Up"
"NKAIN2","ENSG00000188580.16",2.803,"2.10e-02",6.62,"Up"
"SERPINA5","ENSG00000188488.14",2.801,"2.73e-03",8.04,"Up"
"LOC124901427","ENSG00000273132.2",2.801,"1.42e-02",1.93,"Up"
NA,"ENSG00000225506.3",2.8,"5.76e-08",7.16,"Up"
NA,"ENSG00000235726.8",2.8,"7.10e-08",9.95,"Up"
NA,"ENSG00000254777.6",2.799,"9.49e-04",3.33,"Up"
"IL19","ENSG00000142224.18",2.798,"1.37e-03",2.96,"Up"
NA,"ENSG00000293981.1",2.797,"2.32e-03",1.92,"Up"
"ZP1","ENSG00000149506.12",2.796,"2.42e-02",1.01,"Up"
NA,"ENSG00000299537.1",2.795,"1.84e-02",0.79,"Up"
NA,"ENSG00000304381.1",2.794,"1.28e-02",1.26,"Up"
NA,"ENSG00000253120.1",2.793,"7.26e-21",123.54,"Up"
"IGHV3OR16-9","ENSG00000270472.3",2.793,"2.35e-11",67.5,"Up"
NA,"ENSG00000284196.4",2.791,"1.91e-02",1.26,"Up"
NA,"ENSG00000300642.1",2.79,"1.88e-04",8.2,"Up"
NA,"ENSG00000199331.1",2.789,"4.68e-02",0.78,"Up"
"IGHJ3P","ENSG00000237111.1",2.788,"3.75e-06",13.28,"Up"
NA,"ENSG00000309043.1",2.788,"7.12e-05",3.29,"Up"
"MMP8","ENSG00000118113.12",2.788,"9.20e-05",9.46,"Up"
"MARCHF4","ENSG00000144583.5",2.787,"1.71e-02",2.96,"Up"
"LINC00319","ENSG00000188660.6",2.787,"1.99e-02",4.93,"Up"
NA,"ENSG00000287460.2",2.787,"2.43e-02",3,"Up"
NA,"ENSG00000211643.2",2.786,"9.33e-03",1.27,"Up"
"PANX2","ENSG00000073150.14",2.784,"1.75e-09",19.2,"Up"
NA,"ENSG00000267892.1",2.784,"4.57e-07",9.34,"Up"
"ELL3","ENSG00000128886.12",2.784,"1.91e-03",2.52,"Up"
"SLC28A1","ENSG00000156222.12",2.784,"1.72e-02",1.52,"Up"
"SEZ6L2","ENSG00000174938.15",2.783,"3.53e-12",335.99,"Up"
"H2BC8","ENSG00000273802.3",2.783,"1.09e-03",7.09,"Up"
"PSAT1P3","ENSG00000230787.1",2.781,"2.40e-03",2.6,"Up"
NA,"ENSG00000215177.3",2.78,"3.52e-02",2.23,"Up"
"MXRA5","ENSG00000101825.8",2.779,"5.03e-10",1574.67,"Up"
NA,"ENSG00000272945.1",2.779,"4.25e-03",1.93,"Up"
NA,"ENSG00000287171.2",2.779,"1.03e-02",1.56,"Up"
"PROZ","ENSG00000126231.15",2.778,"2.72e-02",1.84,"Up"
"IGLV2-18","ENSG00000211664.3",2.776,"5.55e-11",142.66,"Up"
"GPC1-AS1","ENSG00000218416.5",2.775,"1.30e-03",8.62,"Up"
"IQANK1","ENSG00000203499.12",2.774,"1.54e-15",286.26,"Up"
"EPHX4","ENSG00000172031.7",2.774,"3.50e-06",30.88,"Up"
"GPR156","ENSG00000175697.11",2.774,"1.22e-04",19.29,"Up"
"SOX21","ENSG00000125285.6",2.774,"3.93e-03",23.67,"Up"
"UGT2B17","ENSG00000197888.3",2.77,"8.63e-04",9.96,"Up"
"MMP16","ENSG00000156103.16",2.769,"1.73e-15",32.81,"Up"
NA,"ENSG00000279443.1",2.767,"2.76e-04",3.46,"Up"
NA,"ENSG00000231210.4",2.767,"1.04e-02",3,"Up"
"MELK","ENSG00000165304.8",2.762,"2.40e-07",141.3,"Up"
"SMPDL3B","ENSG00000130768.15",2.76,"2.00e-07",324.48,"Up"
"PRR5-ARHGAP8","ENSG00000248405.10",2.757,"7.23e-05",3.31,"Up"
"CIST1","ENSG00000284797.2",2.756,"1.49e-02",4.92,"Up"
"IGHV3-15","ENSG00000211943.2",2.755,"1.38e-09",777.24,"Up"
"SFRP4","ENSG00000106483.12",2.753,"4.94e-14",628.95,"Up"
"IGHV3-48","ENSG00000211964.3",2.753,"9.62e-08",1138.43,"Up"
"SMKR1","ENSG00000240204.3",2.753,"5.13e-06",8.28,"Up"
NA,"ENSG00000301846.1",2.752,"9.85e-03",3.26,"Up"
NA,"ENSG00000278518.2",2.749,"8.52e-03",3.48,"Up"
"LYPD3","ENSG00000124466.9",2.748,"1.88e-04",71.46,"Up"
"S100P","ENSG00000163993.7",2.747,"6.46e-04",206.26,"Up"
NA,"ENSG00000290386.1",2.747,"4.39e-02",0.96,"Up"
"SRPX2","ENSG00000102359.9",2.746,"3.23e-09",312.42,"Up"
NA,"ENSG00000262362.2",2.745,"2.25e-02",1.22,"Up"
NA,"ENSG00000309135.1",2.745,"3.77e-02",1.24,"Up"
"IGHV3-16","ENSG00000211944.2",2.742,"9.83e-07",25.47,"Up"
"BHLHA15","ENSG00000180535.4",2.741,"8.86e-12",36.37,"Up"
"LINC00958","ENSG00000251381.8",2.74,"1.48e-02",5.76,"Up"
"MIR559","ENSG00000207923.1",2.739,"4.43e-03",1.49,"Up"
"AK4","ENSG00000162433.15",2.736,"4.71e-15",326.67,"Up"
NA,"ENSG00000299188.1",2.736,"8.07e-03",1.24,"Up"
"RDM1","ENSG00000278023.7",2.735,"4.87e-05",4.97,"Up"
"MROH3P","ENSG00000293444.2",2.735,"3.81e-02",0.77,"Up"
"PGM2L1","ENSG00000165434.8",2.734,"1.51e-16",602.79,"Up"
"HAVCR1","ENSG00000113249.14",2.734,"5.82e-03",21.74,"Up"
"SYT2","ENSG00000143858.12",2.733,"6.76e-08",19.88,"Up"
"IGKV6D-21","ENSG00000225523.2",2.733,"6.62e-07",60.52,"Up"
NA,"ENSG00000271811.1",2.731,"2.28e-02",0.78,"Up"
"SOX21-AS1","ENSG00000227640.5",2.73,"1.04e-02",13.68,"Up"
NA,"ENSG00000309529.1",2.73,"2.92e-02",0.98,"Up"
NA,"ENSG00000259341.3",2.729,"1.57e-02",3.52,"Up"
"DEPDC1","ENSG00000024526.17",2.728,"3.33e-08",86.94,"Up"
"SLC9A2","ENSG00000115616.3",2.728,"6.67e-03",35.78,"Up"
NA,"ENSG00000288637.1",2.728,"3.56e-02",1.5,"Up"
NA,"ENSG00000304862.1",2.727,"1.93e-03",2.2,"Up"
NA,"ENSG00000295023.1",2.726,"1.11e-02",0.99,"Up"
"FOXO6","ENSG00000204060.8",2.724,"3.07e-09",10.78,"Up"
NA,"ENSG00000299787.1",2.723,"7.48e-03",1.85,"Up"
"LINC01494","ENSG00000235024.3",2.723,"1.67e-02",0.75,"Up"
"PTPRN","ENSG00000054356.14",2.72,"8.06e-03",2.81,"Up"
"CIMIP2A","ENSG00000188163.8",2.719,"3.02e-02",0.77,"Up"
NA,"ENSG00000307771.1",2.718,"8.19e-03",0.97,"Up"
NA,"ENSG00000303301.1",2.716,"7.63e-03",1.51,"Up"
NA,"ENSG00000203325.3",2.716,"9.02e-03",1.21,"Up"
"IGKV1D-42","ENSG00000211633.3",2.715,"8.34e-10",79.11,"Up"
"B3GNT4","ENSG00000176383.9",2.714,"9.47e-07",8.18,"Up"
"IGHJ1","ENSG00000211905.1",2.713,"2.43e-06",13.27,"Up"
NA,"ENSG00000256028.2",2.712,"8.99e-03",1.47,"Up"
"ALKAL1","ENSG00000196711.9",2.711,"6.38e-03",3.4,"Up"
"EYS","ENSG00000188107.15",2.71,"1.52e-03",19.7,"Up"
"SMIM24","ENSG00000095932.7",2.71,"1.01e-02",2.62,"Up"
"LINC01250","ENSG00000234423.3",2.709,"1.49e-02",1.48,"Up"
"IGKV3-15","ENSG00000244437.1",2.708,"1.78e-09",2171.99,"Up"
"LOC100129175","ENSG00000224090.2",2.707,"6.11e-03",4.32,"Up"
"MCHR1","ENSG00000128285.5",2.705,"1.35e-04",5.1,"Up"
"LINC01224","ENSG00000269416.8",2.705,"5.29e-04",9.35,"Up"
"SPAG4","ENSG00000061656.11",2.702,"4.13e-24",47.21,"Up"
"DUXAP10","ENSG00000292986.2",2.702,"3.27e-06",76.16,"Up"
"IGKV5-2","ENSG00000211599.2",2.701,"6.74e-06",46.61,"Up"
"MYHAS","ENSG00000272975.3",2.701,"6.85e-05",3.6,"Up"
NA,"ENSG00000197476.3",2.699,"2.59e-08",41.73,"Up"
NA,"ENSG00000310240.1",2.699,"7.06e-03",4.25,"Up"
"PODXL2","ENSG00000114631.11",2.698,"3.89e-07",125.17,"Up"
"GPR78","ENSG00000155269.12",2.697,"2.59e-02",1.46,"Up"
NA,"ENSG00000297282.1",2.697,"4.55e-02",0.74,"Up"
NA,"ENSG00000299488.1",2.697,"4.89e-02",0.74,"Up"
NA,"ENSG00000236591.2",2.694,"3.69e-03",1.47,"Up"
NA,"ENSG00000289551.3",2.694,"1.12e-02",1.78,"Up"
NA,"ENSG00000236924.4",2.693,"3.68e-06",15.3,"Up"
"SLC44A5","ENSG00000137968.17",2.693,"5.56e-03",116.9,"Up"
"GOLGA7B","ENSG00000155265.12",2.691,"1.08e-09",108.07,"Up"
"DNAH2","ENSG00000183914.15",2.691,"3.26e-09",167.67,"Up"
"SATB2-AS1","ENSG00000225953.6",2.691,"1.51e-05",7.74,"Up"
NA,"ENSG00000302385.1",2.691,"2.46e-02",1.18,"Up"
NA,"ENSG00000293993.1",2.689,"1.71e-02",1.22,"Up"
"KIF18B","ENSG00000186185.14",2.687,"1.55e-06",56.57,"Up"
"YWHAEP7","ENSG00000290810.2",2.687,"2.13e-02",2.41,"Up"
NA,"ENSG00000249312.1",2.686,"3.49e-02",2.2,"Up"
"TSHR","ENSG00000165409.18",2.685,"2.07e-06",5.68,"Up"
"FCRL5","ENSG00000143297.19",2.684,"1.79e-10",187.09,"Up"
NA,"ENSG00000268883.2",2.684,"4.47e-02",1.17,"Up"
"ANKRD7","ENSG00000106013.15",2.682,"1.34e-03",4.61,"Up"
"IGHV3-71","ENSG00000254056.1",2.681,"4.15e-09",35.52,"Up"
NA,"ENSG00000255229.2",2.681,"5.48e-03",1.44,"Up"
"GINS4","ENSG00000147536.12",2.68,"1.48e-07",87.68,"Up"
"SLC7A10","ENSG00000130876.11",2.68,"3.23e-02",5.83,"Up"
NA,"ENSG00000243797.7",2.679,"1.28e-02",1.44,"Up"
NA,"ENSG00000304140.1",2.675,"3.79e-06",6.63,"Up"
NA,"ENSG00000253824.3",2.671,"1.12e-02",1.43,"Up"
"HJURP","ENSG00000123485.12",2.668,"2.25e-06",113.16,"Up"
"IGLC3","ENSG00000211679.2",2.663,"1.22e-10",4352.77,"Up"
"LOC124904048","ENSG00000265055.3",2.663,"1.67e-04",5.39,"Up"
NA,"ENSG00000255026.2",2.662,"9.66e-05",46.17,"Up"
"LOC124909396","ENSG00000287595.4",2.662,"2.53e-03",3.72,"Up"
"IGLV1-44","ENSG00000211651.3",2.658,"1.59e-12",882.13,"Up"
"IGLV3-21","ENSG00000211662.2",2.658,"1.01e-09",1036.81,"Up"
NA,"ENSG00000263786.1",2.658,"1.58e-04",5.15,"Up"
"LINC02577","ENSG00000228742.12",2.658,"6.35e-04",34.17,"Up"
"SYNDIG1","ENSG00000101463.6",2.657,"4.18e-06",13.52,"Up"
"SLITRK6","ENSG00000184564.11",2.655,"1.83e-04",207.25,"Up"
"CNGB1","ENSG00000070729.14",2.654,"2.30e-04",10.75,"Up"
"RAD54L","ENSG00000085999.13",2.652,"2.61e-11",59.5,"Up"
"NECTIN1-DT","ENSG00000254854.2",2.652,"8.23e-05",5.02,"Up"
"GREB1L","ENSG00000141449.16",2.651,"1.42e-04",28.98,"Up"
NA,"ENSG00000287119.2",2.651,"5.00e-03",1.79,"Up"
NA,"ENSG00000236065.3",2.651,"3.67e-02",1.18,"Up"
"IGHV1-69D","ENSG00000280411.1",2.65,"2.24e-11",638.88,"Up"
"PLOD2","ENSG00000152952.14",2.65,"5.13e-10",1846.86,"Up"
"P4HA3","ENSG00000149380.12",2.648,"5.00e-11",51.01,"Up"
"GJB6","ENSG00000121742.19",2.648,"3.08e-02",6.24,"Up"
NA,"ENSG00000199890.1",2.647,"3.64e-02",0.93,"Up"
NA,"ENSG00000293455.2",2.646,"1.41e-06",30.32,"Up"
"SPRED3","ENSG00000188766.13",2.645,"5.55e-08",23.73,"Up"
NA,"ENSG00000305770.1",2.645,"2.19e-02",1.15,"Up"
"H1-3","ENSG00000124575.7",2.645,"3.08e-02",2.42,"Up"
"IGHJ6","ENSG00000211900.2",2.644,"4.16e-06",93.91,"Up"
"ALOX12P2","ENSG00000291084.2",2.644,"2.44e-04",15.47,"Up"
NA,"ENSG00000279283.1",2.644,"1.65e-02",1.14,"Up"
"EPHB2","ENSG00000133216.17",2.643,"5.98e-12",205.77,"Up"
"TNC","ENSG00000041982.17",2.641,"1.83e-05",3501.76,"Up"
"RNASE10","ENSG00000182545.7",2.641,"1.04e-02",2.03,"Up"
"LOC100288175","ENSG00000291156.2",2.64,"9.06e-08",14.29,"Up"
NA,"ENSG00000297325.1",2.64,"1.18e-02",1.42,"Up"
NA,"ENSG00000255753.1",2.64,"1.45e-02",2.13,"Up"
"ACRV1","ENSG00000134940.14",2.64,"3.80e-02",0.74,"Up"
"RASAL1","ENSG00000111344.12",2.638,"5.16e-07",27.77,"Up"
"MMP7","ENSG00000137673.9",2.636,"1.31e-05",604.02,"Up"
NA,"ENSG00000309303.1",2.636,"4.57e-02",1.13,"Up"
"CEACAM7","ENSG00000007306.15",2.634,"2.69e-03",6.7,"Up"
"FAM222A-AS1","ENSG00000255650.6",2.634,"3.33e-02",1.69,"Up"
"IGLV2-23","ENSG00000211660.3",2.633,"8.63e-16",1218.75,"Up"
NA,"ENSG00000273257.2",2.633,"2.19e-02",0.91,"Up"
"NEK2","ENSG00000117650.13",2.632,"5.33e-09",73.94,"Up"
"SNORD73B","ENSG00000201264.1",2.632,"2.83e-02",1.13,"Up"
NA,"ENSG00000305265.1",2.632,"4.84e-02",0.92,"Up"
"IGKV3D-15","ENSG00000224041.3",2.631,"2.11e-11",1053.43,"Up"
NA,"ENSG00000260877.3",2.631,"1.24e-02",2.98,"Up"
NA,"ENSG00000269421.1",2.631,"1.46e-02",2.03,"Up"
"IGKV2-18","ENSG00000254157.1",2.63,"7.74e-03",3.38,"Up"
NA,"ENSG00000295585.1",2.629,"2.86e-02",1.4,"Up"
NA,"ENSG00000295708.1",2.629,"3.71e-02",0.71,"Up"
"IGHV3-33","ENSG00000211955.2",2.626,"3.22e-07",1632.98,"Up"
"LOC389602","ENSG00000204876.6",2.626,"1.59e-02",8.21,"Up"
NA,"ENSG00000253284.2",2.626,"4.50e-02",0.73,"Up"
"C1orf220","ENSG00000213057.5",2.625,"7.72e-08",9.1,"Up"
"P3H4","ENSG00000141696.13",2.624,"5.67e-18",127.66,"Up"
"CDKN2A","ENSG00000147889.18",2.624,"5.61e-06",28.45,"Up"
"VWDE","ENSG00000146530.15",2.624,"5.95e-06",75.88,"Up"
"P2RY4","ENSG00000186912.7",2.623,"3.34e-02",1.4,"Up"
"LINC01592","ENSG00000253658.7",2.62,"3.91e-02",0.71,"Up"
"SPDYE3","ENSG00000214300.8",2.619,"3.41e-03",2.03,"Up"
"IGHV3-22","ENSG00000253957.1",2.618,"4.25e-07",20.25,"Up"
"LOC105376292","ENSG00000227619.4",2.618,"5.39e-04",6.85,"Up"
NA,"ENSG00000263982.1",2.618,"2.33e-02",1.41,"Up"
"IGF2","ENSG00000167244.22",2.617,"3.75e-04",147.77,"Up"
"BEAN1-AS1","ENSG00000261656.6",2.617,"5.55e-04",3.62,"Up"
NA,"ENSG00000300470.1",2.616,"1.20e-07",6.09,"Up"
NA,"ENSG00000253481.2",2.616,"1.61e-02",2.14,"Up"
NA,"ENSG00000263934.5",2.615,"4.09e-05",17.54,"Up"
"BEAN1","ENSG00000166546.15",2.614,"7.34e-08",38.71,"Up"
"HSD17B1","ENSG00000108786.11",2.614,"1.80e-02",1.76,"Up"
"KCNQ3","ENSG00000184156.18",2.611,"8.37e-07",466.58,"Up"
NA,"ENSG00000249406.4",2.61,"2.66e-03",2.99,"Up"
NA,"ENSG00000225767.2",2.608,"1.97e-02",2.06,"Up"
"OVOL1","ENSG00000172818.10",2.607,"1.79e-05",17.94,"Up"
"STK32A","ENSG00000169302.16",2.606,"7.98e-11",240.8,"Up"
NA,"ENSG00000307844.1",2.605,"2.28e-02",0.71,"Up"
"ATP2A1","ENSG00000196296.14",2.604,"1.92e-06",8.62,"Up"
"HOXD9","ENSG00000128709.13",2.604,"4.30e-04",13.92,"Up"
NA,"ENSG00000287335.3",2.604,"4.30e-03",4.66,"Up"
NA,"ENSG00000248968.1",2.603,"4.91e-02",0.7,"Up"
NA,"ENSG00000293190.2",2.601,"1.46e-02",3.48,"Up"
"EXO1","ENSG00000174371.17",2.6,"3.91e-10",76.83,"Up"
NA,"ENSG00000290027.2",2.6,"8.33e-06",8.19,"Up"
"COL1A2","ENSG00000164692.19",2.599,"2.26e-12",14613.79,"Up"
"SLC6A11","ENSG00000132164.10",2.599,"1.48e-03",5.33,"Up"
"VAX2","ENSG00000116035.4",2.599,"1.54e-02",1.14,"Up"
"BIRC5","ENSG00000089685.15",2.598,"8.42e-08",157.77,"Up"
NA,"ENSG00000250994.4",2.598,"4.57e-02",1.11,"Up"
"ARHGAP40","ENSG00000124143.11",2.596,"7.30e-04",50.16,"Up"
"RBM5-AS1","ENSG00000281691.1",2.596,"1.29e-02",1.39,"Up"
"TPX2","ENSG00000088325.16",2.593,"2.92e-07",395.98,"Up"
"ACMSD","ENSG00000153086.14",2.592,"8.43e-03",4.83,"Up"
"IGLV5-37","ENSG00000211654.2",2.592,"9.20e-03",26.88,"Up"
"IL1RL2","ENSG00000115598.10",2.591,"4.94e-07",42.19,"Up"
"SLC27A2","ENSG00000140284.11",2.59,"1.88e-09",148.71,"Up"
NA,"ENSG00000295221.1",2.59,"2.56e-03",2.63,"Up"
NA,"ENSG00000203635.2",2.589,"5.97e-03",2.64,"Up"
"TNFRSF18","ENSG00000186891.14",2.588,"2.30e-05",11.9,"Up"
NA,"ENSG00000285600.3",2.588,"3.72e-02",1.11,"Up"
"ADH1C","ENSG00000248144.6",2.586,"2.16e-03",180.48,"Up"
NA,"ENSG00000253102.2",2.585,"2.25e-02",1.12,"Up"
"ZFP57","ENSG00000204644.10",2.584,"2.20e-02",5.41,"Up"
"IGKV1OR-2","ENSG00000156755.10",2.583,"3.74e-03",3.3,"Up"
"TRIM17","ENSG00000162931.12",2.582,"8.31e-08",18.04,"Up"
NA,"ENSG00000255910.3",2.582,"2.32e-03",16.63,"Up"
"ATP6V1B1","ENSG00000116039.13",2.581,"6.55e-03",4.22,"Up"
"DSP","ENSG00000096696.17",2.58,"1.09e-05",2430.56,"Up"
"SLCO5A1-AS1","ENSG00000246528.5",2.579,"1.64e-02",2.35,"Up"
"CR2","ENSG00000117322.19",2.578,"6.93e-05",102.72,"Up"
"SLCO4A1-AS1","ENSG00000232803.1",2.576,"1.83e-02",6.36,"Up"
NA,"ENSG00000286216.2",2.575,"3.18e-03",2.01,"Up"
"LINC00942","ENSG00000249628.4",2.575,"2.84e-02",3.6,"Up"
"FHOD3","ENSG00000134775.16",2.572,"3.44e-12",75.23,"Up"
"IGLV7-46","ENSG00000211649.3",2.571,"6.20e-04",233.35,"Up"
"SMIM15P2","ENSG00000270326.1",2.571,"1.69e-02",1.34,"Up"
"IGHJ2","ENSG00000211904.2",2.57,"1.26e-08",59.18,"Up"
"BCO1","ENSG00000135697.10",2.57,"7.09e-04",14.21,"Up"
NA,"ENSG00000303404.1",2.569,"7.01e-04",2.57,"Up"
"IGHV4-61","ENSG00000211970.3",2.567,"2.49e-09",491.03,"Up"
"NT5E","ENSG00000135318.12",2.567,"5.77e-05",877.19,"Up"
"SNORD72","ENSG00000212296.1",2.567,"1.05e-02",1.35,"Up"
"ZC3HAV1L","ENSG00000146858.8",2.566,"9.03e-13",94.74,"Up"
"IGHV3-62","ENSG00000253132.1",2.566,"3.92e-09",54.19,"Up"
"C2CD6","ENSG00000155754.15",2.566,"7.43e-06",23.65,"Up"
"ALOXE3","ENSG00000179148.11",2.566,"5.62e-03",3.8,"Up"
"THY1","ENSG00000154096.14",2.565,"2.28e-14",519.67,"Up"
"LOC100420899","ENSG00000255566.1",2.565,"2.12e-02",1.91,"Up"
"IGHV3-30","ENSG00000270550.1",2.564,"3.34e-07",1033.19,"Up"
"MAP3K9-DT","ENSG00000259153.5",2.563,"3.59e-08",63.54,"Up"
"RN7SKP97","ENSG00000222898.1",2.563,"1.10e-02",2.65,"Up"
"IGLV1-50","ENSG00000211645.2",2.562,"4.50e-11",62.07,"Up"
"WNT7B","ENSG00000188064.10",2.561,"5.56e-16",146.79,"Up"
"IGHV3-19","ENSG00000253883.1",2.561,"1.52e-05",20.45,"Up"
NA,"ENSG00000270356.1",2.561,"4.73e-03",7.13,"Up"
NA,"ENSG00000271288.1",2.56,"1.79e-09",57.06,"Up"
NA,"ENSG00000260495.1",2.56,"1.68e-02",1.66,"Up"
"IGHV3-38","ENSG00000211958.2",2.559,"1.82e-07",20.48,"Up"
"LOC101927401","ENSG00000287315.1",2.559,"1.99e-04",34.27,"Up"
NA,"ENSG00000294884.1",2.558,"2.54e-02",2.72,"Up"
"MTCO2P16","ENSG00000234842.1",2.558,"4.87e-02",1.34,"Up"
"MET","ENSG00000105976.16",2.556,"6.44e-07",6556.32,"Up"
"FUT2","ENSG00000176920.14",2.555,"3.29e-06",158.9,"Up"
NA,"ENSG00000262979.1",2.555,"1.38e-02",1.61,"Up"
"PSAT1","ENSG00000135069.14",2.554,"8.26e-11",173.42,"Up"
"MIXL1","ENSG00000185155.12",2.552,"5.76e-06",9.63,"Up"
"LINC00665","ENSG00000232677.12",2.551,"2.76e-09",159.93,"Up"
"MDFI","ENSG00000112559.15",2.55,"1.91e-09",48.16,"Up"
"TOP2A","ENSG00000131747.15",2.549,"2.16e-08",977.13,"Up"
"ATG9B","ENSG00000181652.20",2.549,"4.85e-08",25.97,"Up"
"IGKV1-13","ENSG00000253497.1",2.549,"1.53e-07",65.12,"Up"
NA,"ENSG00000270999.1",2.549,"3.73e-04",4.31,"Up"
"TMEM132E","ENSG00000181291.8",2.548,"1.40e-03",3.54,"Up"
NA,"ENSG00000302138.1",2.547,"3.07e-02",2.32,"Up"
"GPC1","ENSG00000063660.9",2.545,"1.19e-08",212.32,"Up"
"MCM10","ENSG00000065328.17",2.543,"6.17e-08",67.11,"Up"
NA,"ENSG00000231881.3",2.543,"5.64e-06",9.72,"Up"
"LOC100506071","ENSG00000258525.2",2.543,"6.39e-03",2.56,"Up"
"GPT2","ENSG00000166123.14",2.542,"2.15e-12",186.93,"Up"
"WNK4","ENSG00000126562.17",2.542,"3.07e-04",8.35,"Up"
"FAM86LP","ENSG00000242731.3",2.542,"1.03e-02",1.63,"Up"
NA,"ENSG00000296972.1",2.54,"2.82e-02",1.89,"Up"
"FNDC4","ENSG00000115226.10",2.539,"1.83e-07",77.33,"Up"
"DIRAS1","ENSG00000176490.5",2.539,"7.59e-06",28.05,"Up"
NA,"ENSG00000291264.2",2.537,"1.23e-02",3.48,"Up"
NA,"ENSG00000290829.2",2.536,"4.03e-04",2.9,"Up"
"STEAP1","ENSG00000164647.9",2.533,"3.39e-06",175.07,"Up"
"BHMT2","ENSG00000132840.10",2.533,"4.09e-04",114.18,"Up"
"SLC7A11","ENSG00000151012.13",2.532,"3.46e-04",345.78,"Up"
"LOC112268276","ENSG00000229588.4",2.532,"3.26e-02",0.87,"Up"
"EPHX3","ENSG00000105131.8",2.531,"5.22e-08",94.97,"Up"
"IGHV3-41","ENSG00000278473.1",2.53,"7.81e-05",20.19,"Up"
"ROR1-AS1","ENSG00000223949.9",2.53,"1.99e-04",7.5,"Up"
"TRBJ1-2","ENSG00000282420.1",2.53,"1.81e-02",1.61,"Up"
NA,"ENSG00000301294.1",2.53,"4.17e-02",0.86,"Up"
NA,"ENSG00000225108.1",2.53,"4.24e-02",0.86,"Up"
"MFSD6L","ENSG00000185156.6",2.529,"3.08e-03",24.49,"Up"
NA,"ENSG00000260213.6",2.529,"2.04e-02",0.86,"Up"
"IGKV1-9","ENSG00000241755.1",2.527,"3.87e-10",782.9,"Up"
NA,"ENSG00000242531.1",2.527,"6.87e-03",1.64,"Up"
"CASC18","ENSG00000257859.2",2.527,"1.81e-02",1.34,"Up"
"VSIG1","ENSG00000101842.14",2.525,"2.90e-02",319.81,"Up"
NA,"ENSG00000223931.2",2.524,"1.29e-06",30.1,"Up"
NA,"ENSG00000225138.8",2.524,"1.44e-06",44.23,"Up"
"IGHV1-12","ENSG00000254174.1",2.522,"1.48e-05",13.22,"Up"
NA,"ENSG00000306756.1",2.522,"2.70e-04",4.5,"Up"
"IGLC2","ENSG00000211677.2",2.521,"8.62e-13",9446.71,"Up"
"RN7SL535P","ENSG00000239419.3",2.521,"6.73e-03",1.99,"Up"
"IGHV4-39","ENSG00000211959.2",2.52,"6.93e-07",788.17,"Up"
"IGHV4-28","ENSG00000211952.3",2.52,"5.69e-06",224.19,"Up"
"PRRT3-AS1","ENSG00000230082.2",2.519,"3.35e-09",9.33,"Up"
NA,"ENSG00000297197.1",2.519,"4.41e-02",0.85,"Up"
"IGKV2-24","ENSG00000241294.1",2.516,"1.68e-03",342.37,"Up"
NA,"ENSG00000287809.1",2.515,"1.19e-02",1.67,"Up"
NA,"ENSG00000261762.1",2.513,"8.75e-04",5.55,"Up"
NA,"ENSG00000285128.1",2.513,"1.31e-03",4.02,"Up"
NA,"ENSG00000282651.2",2.512,"3.10e-05",387.71,"Up"
"CHAER1","ENSG00000288944.2",2.512,"4.40e-02",1.99,"Up"
NA,"ENSG00000260048.2",2.51,"1.35e-07",29.63,"Up"
"GRIK2","ENSG00000164418.22",2.509,"4.59e-05",19.34,"Up"
NA,"ENSG00000289357.1",2.508,"6.27e-03",2.45,"Up"
"TMEM40","ENSG00000088726.16",2.507,"4.75e-03",25.27,"Up"
"SEMA4B","ENSG00000185033.15",2.506,"1.21e-14",927.68,"Up"
NA,"ENSG00000261460.2",2.506,"2.64e-02",1.07,"Up"
"FKBP10","ENSG00000141756.20",2.503,"1.83e-12",578.92,"Up"
"KCNH8","ENSG00000183960.9",2.502,"2.30e-03",9.96,"Up"
